"training_id","tender_id","department","category","location","estimated_value","final_contract_value","number_of_bidders","winning_vendor","vendor_specialization","is_specialized_for_tender","historical_win_rate","previous_tenders","previous_wins","vendor_a_bid","vendor_b_bid","vendor_c_bid","bid_similarity_percent","a_won_comparable_tenders","b_c_repeatedly_participated","comparable_tenders","average_comparable_price","current_price_vs_comparable_percent","network_relationship_strength","shared_tenders","regional_price_variation","market_price_increase","investigation_priority"
5902,"TND-ML-05902","Municipal Corporation","IT Services","Tumakuru",101255219.28,109434234.97,7,"Vendor 432","Healthcare",True,44.23,52,23,108427643.70,107996009.44,109282406.01,62.45,4,False,13,95027991.46,15.16,0.39,5,0.12,7.05,40.36
5903,"TND-ML-05903","Water Resources Department","Consulting","Bengaluru",81675037.24,79274539.89,5,"Vendor 138","Consulting",True,26.32,19,5,79668437.46,78967661.63,79082042.03,59.44,3,False,14,69931668.92,13.36,0.37,4,1.88,4.90,34.19
5904,"TND-ML-05904","Municipal Corporation","Consulting","Mysuru",42973775.86,46752119.30,5,"Vendor 338","Healthcare",True,36.36,11,4,46054132.27,46628633.79,46554575.28,61.24,4,False,18,41892580.02,11.60,0.41,9,2.09,4.38,36.03
5905,"TND-ML-05905","Urban Development Department","Equipment Supply","Ballari",107254056.86,121385494.02,3,"Vendor 044","Construction",False,21.88,64,14,121920596.51,120927900.14,119785684.08,69.92,6,False,18,103385992.69,17.41,0.54,9,4.03,2.10,42.35
5906,"TND-ML-05906","Public Works Department","Road construction","Mangaluru",161033967.35,160144763.33,3,"Vendor 461","Equipment Supply",False,82.61,92,76,159418548.36,159366920.29,159477383.60,65.35,6,False,11,138497590.01,15.63,0.47,9,7.17,1.69,45.05
5907,"TND-ML-05907","Public Works Department","Equipment Supply","Tumakuru",137678639.09,142225575.41,7,"Vendor 002","IT Services",True,63.41,41,26,142488990.39,140640176.46,142546760.58,70.70,5,False,12,120806570.47,17.73,0.54,10,7.46,8.71,47.46
5908,"TND-ML-05908","Rural Development Department","IT Services","Belagavi",134676260.24,131839032.86,9,"Vendor 329","Infrastructure",True,57.89,38,22,129558086.15,133498777.22,133977672.15,60.46,4,False,11,114364185.34,15.28,0.38,6,0.94,2.98,42.27
5909,"TND-ML-05909","Municipal Corporation","IT Services","Shivamogga",198189119.79,211199398.90,7,"Vendor 061","Consulting",False,65.96,94,62,207860231.21,208243427.05,211178203.76,61.24,4,False,6,182068447.33,16.00,0.42,6,3.07,3.92,45.68
5910,"TND-ML-05910","Water Resources Department","Consulting","Mangaluru",46695435.98,51577378.44,8,"Vendor 018","Consulting",True,54.35,46,25,51458911.38,51360579.55,52188833.11,82.77,7,False,19,41470916.17,24.37,0.66,14,4.12,8.71,57.70
5911,"TND-ML-05911","Water Resources Department","Equipment Supply","Udupi",175030612.71,188677254.34,9,"Vendor 105","IT Services",True,42.50,40,17,185755617.96,186896581.22,191109074.87,67.15,6,False,9,161857471.34,16.57,0.47,11,7.91,1.53,46.31
5912,"TND-ML-05912","Water Resources Department","Healthcare","Ballari",140415794.03,151100084.45,9,"Vendor 421","Consulting",False,50.00,16,8,149148028.47,150987069.03,150917310.01,69.50,6,False,12,124495414.39,21.37,0.54,11,4.87,3.89,48.98
5913,"TND-ML-05913","Urban Development Department","Road construction","Mangaluru",59360334.64,78135377.00,6,"Vendor 051","Infrastructure",True,83.33,18,15,76715853.78,76970675.82,76830445.52,93.78,10,True,15,56277281.04,38.84,0.91,19,6.34,6.28,86.04
5914,"TND-ML-05914","Water Resources Department","Healthcare","Bengaluru",88073385.97,107737702.78,4,"Vendor 368","Consulting",True,71.00,100,71,105628416.90,108715423.59,108987688.03,88.27,9,True,15,79021345.74,36.34,0.77,18,2.72,7.17,83.76
5915,"TND-ML-05915","Rural Development Department","Bridge construction","Bengaluru",142026485.48,187145788.28,7,"Vendor 194","Construction",False,59.30,86,51,187460898.46,183834575.42,186672475.09,85.82,8,True,16,137799711.57,35.81,0.90,17,0.23,5.64,82.15
5916,"TND-ML-05916","Water Resources Department","Infrastructure","Tumakuru",118158093.96,137800891.52,9,"Vendor 080","Infrastructure",True,55.00,60,33,135528809.23,135245158.43,135111303.94,84.36,8,False,19,105175462.92,31.02,0.80,18,3.95,1.33,68.45
5917,"TND-ML-05917","Rural Development Department","IT Services","Shivamogga",111796565.48,109912512.29,6,"Vendor 493","Construction",True,23.81,84,20,107912427.14,108962591.04,111975101.73,64.63,4,False,6,96575443.54,13.81,0.49,11,2.99,1.33,38.19
5918,"TND-ML-05918","Urban Development Department","Consulting","Mysuru",82845778.35,87116698.33,6,"Vendor 375","Construction",True,20.00,30,6,86622455.71,86664635.56,88152653.61,55.88,3,False,14,76512118.68,13.86,0.31,9,7.21,1.32,31.55
5919,"TND-ML-05919","Water Resources Department","Equipment Supply","Bengaluru",135091232.39,140202446.08,5,"Vendor 294","Construction",False,60.34,58,35,139742068.00,139861276.31,142090948.77,62.75,4,False,14,127491539.58,9.97,0.35,4,7.52,3.20,34.79
5920,"TND-ML-05920","Municipal Corporation","Road construction","Shivamogga",114710706.65,139421371.19,3,"Vendor 009","IT Services",True,44.12,68,30,139797819.45,141403838.36,136788385.24,82.83,8,False,7,108999586.58,27.91,0.74,12,1.66,1.42,64.98
5921,"TND-ML-05921","Water Resources Department","Infrastructure","Udupi",158211734.47,206333009.97,4,"Vendor 137","Consulting",False,56.12,98,55,203817383.09,208400383.56,203492951.55,91.75,10,True,10,153784758.12,34.17,0.81,16,7.97,4.48,76.90
5922,"TND-ML-05922","Urban Development Department","IT Services","Shivamogga",158780024.96,186916446.00,4,"Vendor 197","Equipment Supply",True,68.54,89,61,183910047.44,183397812.50,187550409.68,70.93,6,False,9,152137755.17,22.86,0.57,13,2.74,2.10,59.54
5923,"TND-ML-05923","Water Resources Department","Equipment Supply","Belagavi",145919843.71,170940503.46,4,"Vendor 367","Consulting",True,87.10,31,27,170344053.86,169694475.53,169477627.30,93.87,10,False,10,123031886.76,38.94,0.91,18,0.32,1.52,83.25
5924,"TND-ML-05924","Municipal Corporation","Road construction","Hubballi",167800788.43,158577679.55,4,"Vendor 168","Healthcare",False,23.08,13,3,157521797.42,156798462.63,158674707.01,53.56,3,False,16,147527844.03,7.49,0.29,6,5.92,2.78,24.28
5925,"TND-ML-05925","Municipal Corporation","Equipment Supply","Bengaluru",32179701.72,39037459.82,9,"Vendor 407","Construction",False,43.00,100,43,38401962.18,39109352.89,39266506.94,73.70,7,False,19,30876737.97,26.43,0.63,14,3.88,3.55,59.65
5926,"TND-ML-05926","Urban Development Department","Equipment Supply","Udupi",106520459.70,116260339.38,7,"Vendor 350","Healthcare",True,26.83,41,11,116824095.68,116536727.57,114779250.45,78.06,8,True,15,92270110.62,26.00,0.71,16,7.02,1.73,62.36
5927,"TND-ML-05927","Municipal Corporation","Infrastructure","Ballari",14192612.31,15589457.18,5,"Vendor 041","Equipment Supply",True,40.00,15,6,15624038.01,15557028.86,15860887.23,66.49,5,False,17,13283450.22,17.36,0.57,12,7.40,3.39,46.47
5928,"TND-ML-05928","Urban Development Department","Equipment Supply","Mysuru",66783326.44,70596734.95,3,"Vendor 123","Construction",True,34.33,67,23,70548741.95,70645957.67,69539104.40,62.56,5,False,16,61175680.20,15.40,0.40,6,1.90,6.67,40.05
5929,"TND-ML-05929","Public Works Department","Equipment Supply","Hubballi",85729116.76,88037813.51,4,"Vendor 427","Consulting",True,54.55,33,18,86827647.62,86532433.35,87824941.17,70.26,5,False,14,76862068.72,14.54,0.47,7,3.03,3.86,44.74
5930,"TND-ML-05930","Municipal Corporation","Equipment Supply","Bengaluru",168924605.47,213729204.47,5,"Vendor 132","Equipment Supply",False,80.95,63,51,210759439.36,215505267.98,212254359.79,87.61,10,True,17,160517615.07,33.15,0.86,16,7.32,6.11,76.05
5931,"TND-ML-05931","Municipal Corporation","Infrastructure","Belagavi",37659146.56,41687236.52,10,"Vendor 108","Consulting",True,68.42,19,13,41249465.33,40969242.08,41082869.24,71.46,6,False,9,34713328.77,20.09,0.54,13,2.37,5.19,53.39
5932,"TND-ML-05932","Water Resources Department","Bridge construction","Bengaluru",92902458.76,88804508.17,3,"Vendor 156","Construction",True,80.00,30,24,87464328.54,89891150.15,87981585.80,54.24,4,False,15,80790127.52,9.92,0.39,6,1.82,4.77,34.54
5933,"TND-ML-05933","Municipal Corporation","Equipment Supply","Belagavi",165971806.30,183008007.03,10,"Vendor 244","Equipment Supply",True,77.55,49,38,180488192.67,184047851.27,184971785.59,88.96,8,True,13,141024895.61,29.77,0.79,15,2.06,7.86,73.57
5934,"TND-ML-05934","Rural Development Department","Healthcare","Davangere",142711424.67,173878821.13,3,"Vendor 458","Construction",True,27.78,36,10,172310265.98,175750869.66,173380962.05,77.42,7,False,10,138174524.10,25.84,0.62,10,2.23,6.32,51.31
5935,"TND-ML-05935","Rural Development Department","Consulting","Tumakuru",22732364.59,29191119.36,3,"Vendor 301","Consulting",False,91.11,45,41,28777695.12,28957430.56,28706917.39,86.02,8,True,5,21546441.81,35.48,0.84,15,3.37,2.03,81.84
5936,"TND-ML-05936","Municipal Corporation","Healthcare","Belagavi",88459448.84,112942953.95,10,"Vendor 320","Infrastructure",True,75.56,45,34,110884446.36,113214018.27,112063899.28,91.51,8,False,7,83729671.55,34.89,0.92,18,3.57,1.53,74.15
5937,"TND-ML-05937","Water Resources Department","IT Services","Mysuru",159693544.02,183870932.63,10,"Vendor 154","Construction",False,50.51,99,50,180668638.36,185405353.73,186457228.28,75.65,7,False,7,144632213.19,27.13,0.69,14,1.23,6.94,62.76
5938,"TND-ML-05938","Municipal Corporation","Infrastructure","Mysuru",96881025.86,111537771.14,6,"Vendor 379","Consulting",True,86.84,76,66,111441222.97,112712549.03,112750452.15,93.94,9,True,9,82589982.33,35.05,0.90,20,3.09,5.85,85.03
5939,"TND-ML-05939","Rural Development Department","Bridge construction","Udupi",110848867.63,128085357.17,6,"Vendor 274","Consulting",True,27.50,40,11,128538752.17,128112658.52,126572302.40,87.53,7,True,7,97233247.68,31.73,0.73,14,4.62,5.84,66.67
5940,"TND-ML-05940","Urban Development Department","Equipment Supply","Ballari",111206135.42,120814181.91,9,"Vendor 342","Equipment Supply",False,35.14,74,26,121312128.99,120632177.59,121038975.02,64.04,3,False,7,104619139.17,15.48,0.41,8,3.77,2.31,37.33
5941,"TND-ML-05941","Urban Development Department","Equipment Supply","Belagavi",86853552.94,84728274.46,6,"Vendor 074","Healthcare",True,22.92,48,11,85061629.67,84367118.89,86081393.98,59.05,4,False,15,76455761.11,10.82,0.28,5,5.51,5.88,27.37
5942,"TND-ML-05942","Municipal Corporation","Infrastructure","Davangere",22074470.43,27482023.78,10,"Vendor 393","Construction",True,37.50,96,36,26987861.53,27383754.82,27543494.20,97.79,10,True,7,19535132.06,40.68,0.93,20,5.53,8.87,82.16
5943,"TND-ML-05943","Municipal Corporation","Consulting","Ballari",152070505.04,178397334.06,8,"Vendor 403","IT Services",True,38.71,31,12,175264248.76,178418569.14,181616610.80,95.45,10,True,14,131184156.23,35.99,0.88,17,5.97,4.09,79.23
5944,"TND-ML-05944","Public Works Department","Consulting","Udupi",133553948.18,129899253.74,3,"Vendor 341","Construction",False,78.16,87,68,129091575.56,129517031.71,130016235.12,68.94,4,False,14,112759768.87,15.20,0.51,10,1.23,2.70,52.08
5945,"TND-ML-05945","Water Resources Department","Consulting","Mysuru",187499575.38,204694977.36,4,"Vendor 214","Infrastructure",True,88.24,68,60,201907625.81,204944952.41,208758878.54,80.09,7,True,8,161724719.41,26.57,0.72,16,3.74,8.22,69.87
5946,"TND-ML-05946","Rural Development Department","IT Services","Mysuru",88626161.69,89541748.21,3,"Vendor 119","Healthcare",True,56.67,30,17,87979804.00,89316127.11,90576836.42,63.10,5,False,7,75524416.51,18.56,0.44,7,2.11,8.56,44.70
5947,"TND-ML-05947","Municipal Corporation","IT Services","Ballari",191457925.46,191335573.90,6,"Vendor 174","Construction",True,61.18,85,52,188749203.30,193551292.59,190679399.13,63.70,5,False,5,168533051.97,13.53,0.45,9,3.37,1.39,44.63
5948,"TND-ML-05948","Public Works Department","Road construction","Shivamogga",77526774.47,85145033.64,6,"Vendor 224","Construction",True,47.83,92,44,84579833.54,85265403.43,84975058.39,59.24,4,False,14,72433035.85,17.55,0.49,7,1.59,2.03,43.80
5949,"TND-ML-05949","Water Resources Department","Healthcare","Mangaluru",99353855.91,100936678.67,8,"Vendor 092","Healthcare",True,57.14,28,16,101233931.69,99988639.50,100998904.22,55.44,4,False,13,91986401.78,9.73,0.42,6,0.35,2.99,38.83
5950,"TND-ML-05950","Urban Development Department","Infrastructure","Davangere",114266633.66,134135665.73,6,"Vendor 287","Healthcare",False,73.33,60,44,131928878.23,133535031.34,135631796.45,85.69,9,True,9,100808406.53,33.06,0.67,17,0.21,2.14,80.23
5951,"TND-ML-05951","Rural Development Department","Infrastructure","Hubballi",132484620.81,154098023.21,4,"Vendor 094","Healthcare",True,26.09,23,6,152263790.32,155191530.70,155059266.80,78.38,7,False,13,121576349.67,26.75,0.64,12,2.94,6.49,53.81
5952,"TND-ML-05952","Public Works Department","IT Services","Tumakuru",118866762.46,148939499.42,4,"Vendor 324","Healthcare",True,90.00,10,9,148698309.61,150656027.46,151350686.94,91.35,9,True,5,106904607.68,39.32,0.82,16,4.93,2.20,84.72
5953,"TND-ML-05953","Water Resources Department","Healthcare","Mysuru",160756949.41,172508351.40,6,"Vendor 493","Construction",True,25.00,32,8,172003403.39,171867207.76,170187673.01,67.74,4,False,9,152905824.68,12.82,0.46,7,5.92,7.41,34.85
5954,"TND-ML-05954","Public Works Department","Consulting","Mysuru",73527359.13,76982305.02,10,"Vendor 284","IT Services",True,62.86,35,22,76906192.90,76870008.23,78293117.56,61.12,4,False,18,69566514.57,10.66,0.42,10,7.95,1.34,42.07
5955,"TND-ML-05955","Municipal Corporation","Bridge construction","Shivamogga",146406737.48,158754463.90,5,"Vendor 168","Equipment Supply",True,36.36,33,12,156430228.16,159533623.54,161799904.32,79.66,7,True,9,123256571.35,28.80,0.77,15,3.64,5.39,69.09
5956,"TND-ML-05956","Municipal Corporation","Healthcare","Ballari",68015480.06,78338690.68,10,"Vendor 386","IT Services",False,72.22,18,13,77114324.91,79437981.12,77957815.29,73.15,7,False,6,61596705.99,27.18,0.63,15,5.29,8.76,62.74
5957,"TND-ML-05957","Water Resources Department","Equipment Supply","Tumakuru",11425333.56,12638823.04,3,"Vendor 050","IT Services",False,46.88,32,15,12622868.46,12810529.92,12805909.67,70.81,5,False,5,10731784.87,17.77,0.51,9,4.24,5.01,46.17
5958,"TND-ML-05958","Urban Development Department","IT Services","Shivamogga",155354003.07,189066419.11,5,"Vendor 420","IT Services",True,70.97,62,44,188584332.96,190661841.35,189200243.23,70.17,7,False,5,151702173.72,24.63,0.57,9,4.55,7.78,55.24
5959,"TND-ML-05959","Rural Development Department","IT Services","Belagavi",99638893.06,117900505.08,6,"Vendor 211","Healthcare",True,78.95,57,45,116907307.16,116848670.40,119595662.11,93.53,9,True,17,83831417.15,40.64,0.83,17,2.04,5.73,83.89
5960,"TND-ML-05960","Rural Development Department","Bridge construction","Belagavi",114701022.21,119250287.06,10,"Vendor 001","IT Services",True,34.72,72,25,119539033.45,118036787.71,119741132.04,65.45,5,False,5,100328358.62,18.86,0.56,8,4.05,3.02,45.83
5961,"TND-ML-05961","Urban Development Department","Bridge construction","Shivamogga",126501205.39,166966441.48,3,"Vendor 432","Infrastructure",True,32.47,77,25,164988839.38,165028312.43,170214639.20,96.97,10,True,14,117259949.07,42.39,0.95,20,2.71,4.93,86.72
5962,"TND-ML-05962","Municipal Corporation","Infrastructure","Davangere",102402868.90,121830174.20,9,"Vendor 131","Consulting",True,47.73,88,42,120663560.67,123535101.23,121637210.41,77.54,8,True,9,95583064.65,27.46,0.71,12,4.10,5.83,65.90
5963,"TND-ML-05963","Public Works Department","Consulting","Mangaluru",108321321.66,143192300.39,4,"Vendor 256","Healthcare",True,78.26,23,18,141953029.69,143969909.50,145140469.80,91.78,8,True,15,105334927.46,35.94,0.93,20,7.49,1.64,80.73
5964,"TND-ML-05964","Rural Development Department","Equipment Supply","Bengaluru",124213657.26,135843571.70,10,"Vendor 352","Construction",True,88.24,17,15,133555658.41,137399683.05,134282852.47,73.61,5,False,15,113962727.94,19.20,0.54,12,0.60,7.78,51.44
5965,"TND-ML-05965","Public Works Department","Road construction","Davangere",122084828.47,149705181.59,6,"Vendor 439","Construction",True,48.15,27,13,147484029.45,150662095.43,149555453.54,93.31,9,True,7,107895626.37,38.75,0.86,20,1.92,6.51,82.95
5966,"TND-ML-05966","Public Works Department","Consulting","Belagavi",64247128.09,76961937.09,6,"Vendor 437","Consulting",True,87.10,62,54,76949560.55,77579828.07,77435047.29,77.10,8,True,10,58446185.52,31.68,0.71,16,6.73,7.55,75.67
5967,"TND-ML-05967","Urban Development Department","Infrastructure","Mysuru",52839618.44,63873602.56,7,"Vendor 353","IT Services",True,76.09,92,70,63267345.69,63588705.62,63843143.46,95.20,10,True,9,45329360.98,40.91,0.89,20,0.78,5.83,87.91
5968,"TND-ML-05968","Water Resources Department","Healthcare","Bengaluru",63528457.97,66129390.99,10,"Vendor 159","Construction",False,23.19,69,16,66285611.44,64834341.86,67196838.88,68.37,4,False,7,56487051.33,17.07,0.48,7,2.43,7.60,37.98
5969,"TND-ML-05969","Urban Development Department","Equipment Supply","Hubballi",77007939.28,95735595.79,10,"Vendor 197","Healthcare",True,64.86,74,48,94465931.37,94302477.91,95280153.97,78.84,8,False,10,74922206.75,27.78,0.67,15,1.30,3.74,66.10
5970,"TND-ML-05970","Municipal Corporation","Equipment Supply","Bengaluru",164317250.04,214135922.87,9,"Vendor 131","IT Services",True,65.67,67,44,213129462.40,212273086.64,215042106.19,88.48,8,True,9,158127250.68,35.42,0.88,18,6.27,2.32,81.63
5971,"TND-ML-05971","Municipal Corporation","IT Services","Udupi",142382446.13,172328117.89,7,"Vendor 073","Equipment Supply",True,33.33,33,11,169279785.45,170966072.11,175283674.09,74.38,7,False,13,136141663.68,26.58,0.65,11,2.73,8.85,54.56
5972,"TND-ML-05972","Rural Development Department","Road construction","Shivamogga",158854225.33,170283568.35,5,"Vendor 008","Healthcare",True,42.86,14,6,168792822.74,170544202.99,172526765.85,64.19,4,False,16,146392338.68,16.32,0.41,8,5.42,7.51,38.80
5973,"TND-ML-05973","Municipal Corporation","IT Services","Davangere",11480714.70,13342672.05,7,"Vendor 487","Equipment Supply",True,71.60,81,58,13370217.87,13143086.63,13257171.33,77.27,7,False,15,10535906.55,26.64,0.68,11,6.44,3.77,60.43
5974,"TND-ML-05974","Municipal Corporation","Healthcare","Bengaluru",193461567.89,189793113.80,3,"Vendor 195","Equipment Supply",True,19.61,51,10,188572024.30,187916480.18,187495350.64,67.33,6,False,5,169715741.57,11.83,0.37,8,1.32,5.70,37.12
5975,"TND-ML-05975","Municipal Corporation","Equipment Supply","Tumakuru",98716802.07,116250252.79,8,"Vendor 395","Construction",True,85.07,67,57,115046139.91,114075999.58,118083638.69,70.46,6,False,14,94473996.58,23.05,0.48,11,2.41,5.00,53.22
5976,"TND-ML-05976","Municipal Corporation","Equipment Supply","Hubballi",76881457.80,74983483.89,8,"Vendor 411","Consulting",True,52.53,99,52,74076487.13,74114730.29,75482961.47,68.61,5,False,11,65746149.84,14.05,0.44,7,2.02,7.76,43.96
5977,"TND-ML-05977","Urban Development Department","Equipment Supply","Tumakuru",83250953.92,112897505.74,6,"Vendor 279","Healthcare",True,54.44,90,49,111611807.11,114141694.82,114548431.07,94.39,9,True,8,80727569.35,39.85,0.89,17,4.10,3.34,86.64
